id,firstname,surname,born,bornYear,bornMonth,bornDay,died,diedYear,diedMonth,diedDay,ageDied,ageCurrent,ageCurrentBin,age,ageBin,bornCountry,bornCountryCode,bornCountryClean,bornCountryBin,bornCity,diedCountry,diedCountryCode,diedCity,gender,year,category,timesPrizeWon,timesPrizeWonOther,overallMotivation,share,prizeShare,motivation,workPublishYear,yearsSincePublishedBin,name,city,country,countryClean,URLpage,URLpicture
832,Jean-Marie Gustave,Le Clézio,13/4/1940,1940,Apr,13,0000-00-00,,,,,79,71-80,68,61-70,France,FR,France,France,Nice,,,,male,2008,literature,1,,,1,1/1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2008/Clezio,https://www.nobelprize.org/images/clezio-13560-portrait-mini-2x.jpg
833,Martti,Ahtisaari,23/6/1937,1937,Jun,23,0000-00-00,,,,,82,>80,71,71-80,Finland,FI,Finland,Other (<20 Laureates),Viipuri (now Vyborg),,,,male,2008,peace,1,,,1,1/1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2008/Ahtisaari,https://www.nobelprize.org/images/ahtisaari-13564-portrait-mini-2x.jpg
834,Paul,Krugman,28/2/1953,1953,Feb,28,0000-00-00,,,,,66,61-70,55,51-60,USA,US,USA,USA,New York NY,,,,male,2008,economics,1,,,1,1/1,"""for his analysis of trade patterns and location of economic activity""",,Unknown,Princeton University,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/economics/2008/Krugman,https://www.nobelprize.org/images/krugman-13559-portrait-mini-2x.jpg
835,Elizabeth H.,Blackburn,26/11/1948,1948,Nov,26,0000-00-00,,,,,71,71-80,61,61-70,Australia,AU,Australia,Other (<20 Laureates),Hobart Tasmania,,,,female,2009,medicine,1,,,3,1/3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1982,21-30,University of California,San Francisco CA,USA,USA,https://www.nobelprize.org/prizes/medicine/2009/Blackburn,https://www.nobelprize.org/images/blackburn-15146-portrait-mini-2x.jpg
836,Carol W.,Greider,15/4/1961,1961,Apr,15,0000-00-00,,,,,58,51-60,48,41-50,USA,US,USA,USA,San Diego CA,,,,female,2009,medicine,1,,,3,1/3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1985,21-30,Johns Hopkins University School of Medicine,Baltimore MD,USA,USA,https://www.nobelprize.org/prizes/medicine/2009/Greider,https://www.nobelprize.org/images/greider-15145-portrait-mini-2x.jpg
837,Jack W.,Szostak,9/11/1952,1952,Nov,9,0000-00-00,,,,,67,61-70,57,51-60,UK,GB,UK,UK,London,,,,male,2009,medicine,1,,,3,1/3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",1982,21-30,Harvard Medical School,Boston MA,USA,USA,https://www.nobelprize.org/prizes/medicine/2009/Szostak,https://www.nobelprize.org/images/szostak-15144-portrait-mini-2x.jpg
838,Charles K.,Kao,4/11/1933,1933,Nov,4,23/9/2018,2018,Sep,23,85,,Deceased,76,71-80,China,CN,China,Other (<20 Laureates),Shanghai,,,Hong Kong,male,2009,physics,1,,,2,1/2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",1966,>40,Standard Telecommunication Laboratories,Harlow,UK,UK,https://www.nobelprize.org/prizes/physics/2009/Kao,https://www.nobelprize.org/images/kao-15141-portrait-mini-2x.jpg
839,Willard S.,Boyle,19/8/1924,1924,Aug,19,7/5/2011,2011,May,7,87,,Deceased,85,>80,Canada,CA,Canada,Canada,Amherst NS,Canada,CA,Truro NS,male,2009,physics,1,,,4,1/4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1970,31-40,Bell Laboratories,Murray Hill NJ,USA,USA,https://www.nobelprize.org/prizes/physics/2009/Boyle,https://www.nobelprize.org/images/boyle-15142-portrait-mini-2x.jpg
840,George E.,Smith,10/5/1930,1930,May,10,0000-00-00,,,,,89,>80,79,71-80,USA,US,USA,USA,White Plains NY,,,,male,2009,physics,1,,,4,1/4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",1970,31-40,Bell Laboratories,Murray Hill NJ,USA,USA,https://www.nobelprize.org/prizes/physics/2009/Smith,https://www.nobelprize.org/images/smith-15140-portrait-mini-2x.jpg
841,Venkatraman,Ramakrishnan,1952-00-00,1952,,,0000-00-00,,,,,67,61-70,57,51-60,India,IN,India,Other (<20 Laureates),Chidambaram Tamil Nadu,,,,male,2009,chemistry,1,,,3,1/3,"""for studies of the structure and function of the ribosome""",2000,<=10,MRC Laboratory of Molecular Biology,Cambridge,UK,UK,https://www.nobelprize.org/prizes/chemistry/2009/Ramakrishnan,https://www.nobelprize.org/images/ramakrishnan-15152-portrait-mini-2x.jpg
842,Thomas A.,Steitz,23/8/1940,1940,Aug,23,23/8/2018,2018,Aug,23,78,,Deceased,69,61-70,USA,US,USA,USA,Milwaukee WI,USA,US,Branford CT,male,2009,chemistry,1,,,3,1/3,"""for studies of the structure and function of the ribosome""",2000,<=10,Yale University,New Haven CT,USA,USA,https://www.nobelprize.org/prizes/chemistry/2009/Steitz,https://www.nobelprize.org/images/steitz-15151-portrait-mini-2x.jpg
843,Ada E.,Yonath,22/6/1939,1939,Jun,22,0000-00-00,,,,,80,71-80,70,61-70,British Mandate of Palestine (now Israel),IL,Israel,Other (<20 Laureates),Jerusalem,,,,female,2009,chemistry,1,,,3,1/3,"""for studies of the structure and function of the ribosome""",2000,<=10,Weizmann Institute of Science,Rehovot,Israel,Israel,https://www.nobelprize.org/prizes/chemistry/2009/Yonath,https://www.nobelprize.org/images/yonath-15150-portrait-mini-2x.jpg
844,Herta,Müller,17/8/1953,1953,Aug,17,0000-00-00,,,,,66,61-70,56,51-60,Romania,RO,Romania,Other (<20 Laureates),Nitzkydorf Banat,,,,female,2009,literature,1,,,1,1/1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2009/Muller,https://www.nobelprize.org/images/muller-15147-portrait-mini-2x.jpg
845,Barack,Obama,4/8/1961,1961,Aug,4,0000-00-00,,,,,58,51-60,48,41-50,USA,US,USA,USA,Honolulu HI,,,,male,2009,peace,1,,,1,1/1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2009/Obama,https://www.nobelprize.org/images/obama-15143-portrait-mini-2x.jpg
846,Elinor,Ostrom,7/8/1933,1933,Aug,7,12/6/2012,2012,Jun,12,79,,Deceased,76,71-80,USA,US,USA,USA,Los Angeles CA,USA,US,Bloomington IN,female,2009,economics,1,,,2,1/2,"""for her analysis of economic governance especially the commons""",,Unknown,Indiana University,Bloomington IN,USA,USA,https://www.nobelprize.org/prizes/economics/2009/Ostrom,https://www.nobelprize.org/images/ostrom-15149-portrait-mini-2x.jpg
847,Oliver E.,Williamson,27/9/1932,1932,Sep,27,0000-00-00,,,,,87,>80,77,71-80,USA,US,USA,USA,Superior WI,,,,male,2009,economics,1,,,2,1/2,"""for his analysis of economic governance especially the boundaries of the firm""",,Unknown,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/economics/2009/Williamson,https://www.nobelprize.org/images/williamson-15148-portrait-mini-2x.jpg
848,Robert G.,Edwards,27/9/1925,1925,Sep,27,10/4/2013,2013,Apr,10,88,,Deceased,85,>80,UK,GB,UK,UK,Batley,UK,GB,Cambridge,male,2010,medicine,1,,,1,1/1,"""for the development of in vitro fertilization""",1978,31-40,University of Cambridge,Cambridge,UK,UK,https://www.nobelprize.org/prizes/medicine/2010/Edwards,https://www.nobelprize.org/images/edwards-13768-portrait-mini-2x.jpg
849,Andre,Geim,21/10/1958,1958,Oct,21,0000-00-00,,,,,61,61-70,52,51-60,Russia,RU,Russia,Russia,Sochi,,,,male,2010,physics,1,,,2,1/2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2004,<=10,University of Manchester,Manchester,UK,UK,https://www.nobelprize.org/prizes/physics/2010/Geim,https://www.nobelprize.org/images/geim-15153-portrait-mini-2x.jpg
850,Konstantin,Novoselov,23/8/1974,1974,Aug,23,0000-00-00,,,,,45,41-50,36,<=40,Russia,RU,Russia,Russia,Nizhny Tagil,,,,male,2010,physics,1,,,2,1/2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",2004,<=10,University of Manchester,Manchester,UK,UK,https://www.nobelprize.org/prizes/physics/2010/Novoselov,https://www.nobelprize.org/images/novoselov-15155-portrait-mini-2x.jpg
851,Richard F.,Heck,15/8/1931,1931,Aug,15,9/10/2015,2015,Oct,9,84,,Deceased,79,71-80,USA,US,USA,USA,Springfield MA,Philippines,PH,Manila,male,2010,chemistry,1,,,3,1/3,"""for palladium-catalyzed cross couplings in organic synthesis""",1968,>40,University of Delaware,,USA,USA,https://www.nobelprize.org/prizes/chemistry/2010/Heck,https://www.nobelprize.org/images/heck-15162-portrait-mini-2x.jpg
852,Ei-ichi,Negishi,14/7/1935,1935,Jul,14,0000-00-00,,,,,84,>80,75,71-80,China,CN,China,Other (<20 Laureates),Changchun,,,,male,2010,chemistry,1,,,3,1/3,"""for palladium-catalyzed cross couplings in organic synthesis""",1976,31-40,Purdue University,West Lafayette IN,USA,USA,https://www.nobelprize.org/prizes/chemistry/2010/Negishi,https://www.nobelprize.org/images/negishi-15161-portrait-mini-2x.jpg
853,Akira,Suzuki,12/9/1930,1930,Sep,12,0000-00-00,,,,,89,>80,80,71-80,Japan,JP,Japan,Japan,Mukawa,,,,male,2010,chemistry,1,,,3,1/3,"""for palladium-catalyzed cross couplings in organic synthesis""",1979,31-40,Hokkaido University,Sapporo,Japan,Japan,https://www.nobelprize.org/prizes/chemistry/2010/Suzuki,https://www.nobelprize.org/images/suzuki-15160-portrait-mini-2x.jpg
854,Mario,Vargas Llosa,28/3/1936,1936,Mar,28,0000-00-00,,,,,83,>80,74,71-80,Peru,PE,Peru,Other (<20 Laureates),Arequipa,,,,male,2010,literature,1,,,1,1/1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2010/vargas_llosa/facts/,https://www.nobelprize.org/images/vargas_llosa-15156-portrait-mini-2x.jpg
855,Xiaobo,Liu,28/12/1955,1955,Dec,28,13/7/2017,2017,Jul,13,62,,Deceased,55,51-60,China,CN,China,Other (<20 Laureates),Changchun,China,CN,Shenyang,male,2010,peace,1,,,1,1/1,"""for his long and non-violent struggle for fundamental human rights in China""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2010/xiaobo/facts/,https://www.nobelprize.org/images/xiaobo-15154-portrait-mini-2x.jpg
856,Peter A.,Diamond,29/4/1940,1940,Apr,29,0000-00-00,,,,,79,71-80,70,61-70,USA,US,USA,USA,New York NY,,,,male,2010,economics,1,,,3,1/3,"""for their analysis of markets with search frictions""",,Unknown,Massachusetts Institute of Technology (MIT),Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/economics/2010/Diamond,https://www.nobelprize.org/images/diamond-15159-portrait-mini-2x.jpg
857,Dale T.,Mortensen,2/2/1939,1939,Feb,2,9/1/2014,2014,Jan,9,75,,Deceased,71,71-80,USA,US,USA,USA,Enterprise OR,USA,US,Wilmette IL,male,2010,economics,1,,,3,1/3,"""for their analysis of markets with search frictions""",,Unknown,Northwestern University,Evanston IL,USA,USA,https://www.nobelprize.org/prizes/economics/2010/Mortensen,https://www.nobelprize.org/images/mortensen-15158-portrait-mini-2x.jpg
858,Christopher A.,Pissarides,20/2/1948,1948,Feb,20,0000-00-00,,,,,71,71-80,62,61-70,Cyprus,CY,Cyprus,Other (<20 Laureates),Nicosia,,,,male,2010,economics,1,,,3,1/3,"""for their analysis of markets with search frictions""",,Unknown,London School of Economics and Political Science,London,UK,UK,https://www.nobelprize.org/prizes/economics/2010/Pissarides,https://www.nobelprize.org/images/pissarides-15157-portrait-mini-2x.jpg
861,Bruce A.,Beutler,29/12/1957,1957,Dec,29,0000-00-00,,,,,62,61-70,54,51-60,USA,US,USA,USA,Chicago IL,,,,male,2011,medicine,1,,,4,1/4,"""for their discoveries concerning the activation of innate immunity""",1998,11-20,University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,USA,https://www.nobelprize.org/prizes/medicine/2011/Beutler,https://www.nobelprize.org/images/beutler-15171-portrait-mini-2x.jpg
862,Jules A.,Hoffmann,2/8/1941,1941,Aug,2,0000-00-00,,,,,78,71-80,70,61-70,Luxembourg,LU,Luxembourg,Other (<20 Laureates),Echternach,,,,male,2011,medicine,1,,,4,1/4,"""for their discoveries concerning the activation of innate immunity""",1996,11-20,University of Strasbourg,Strasbourg,France,France,https://www.nobelprize.org/prizes/medicine/2011/Hoffmann,https://www.nobelprize.org/images/hoffmann-15170-portrait-mini-2x.jpg
863,Ralph M.,Steinman,14/1/1943,1943,Jan,14,30/9/2011,2011,Sep,30,68,,Deceased,68,61-70,Canada,CA,Canada,Canada,Montreal,,,,male,2011,medicine,1,,,2,1/2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",1973,31-40,Rockefeller University,New York NY,USA,USA,https://www.nobelprize.org/prizes/medicine/2011/Steinman,https://www.nobelprize.org/images/steinman-15169-portrait-mini-2x.jpg
864,Saul,Perlmutter,1959-00-00,1959,,,0000-00-00,,,,,60,51-60,52,51-60,USA,US,USA,USA,Champaign-Urbana IL,,,,male,2011,physics,1,,,2,1/2,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1998,11-20,Lawrence Berkeley National Laboratory,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/physics/2011/Perlmutter,https://www.nobelprize.org/images/perlmutter-15165-portrait-mini-2x.jpg
865,Brian P.,Schmidt,24/2/1967,1967,Feb,24,0000-00-00,,,,,52,51-60,44,41-50,USA,US,USA,USA,Missoula MT,,,,male,2011,physics,1,,,4,1/4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1998,11-20,Australian National University,Weston Creek,Australia,Australia,https://www.nobelprize.org/prizes/physics/2011/Schmidt,https://www.nobelprize.org/images/schmidt-15163-portrait-mini-2x.jpg
866,Adam G.,Riess,16/12/1969,1969,Dec,16,0000-00-00,,,,,50,41-50,42,41-50,USA,US,USA,USA,Washington DC,,,,male,2011,physics,1,,,4,1/4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",1998,11-20,Johns Hopkins University,Baltimore MD,USA,USA,https://www.nobelprize.org/prizes/physics/2011/Riess,https://www.nobelprize.org/images/riess-15164-portrait-mini-2x.jpg
867,Dan,Shechtman,24/1/1941,1941,Jan,24,0000-00-00,,,,,78,71-80,70,61-70,British Mandate of Palestine (now Israel),IL,Israel,Other (<20 Laureates),Tel Aviv,,,,male,2011,chemistry,1,,,1,1/1,"""for the discovery of quasicrystals""",1984,21-30,Technion - Israel Institute of Technology,Haifa,Israel,Israel,https://www.nobelprize.org/prizes/chemistry/2011/Shechtman,https://www.nobelprize.org/images/shechtman-15174-portrait-mini-2x.jpg
868,Tomas,Tranströmer,15/4/1931,1931,Apr,15,26/3/2015,2015,Mar,26,84,,Deceased,80,71-80,Sweden,SE,Sweden,Sweden,Stockholm,Sweden,SE,Stockholm,male,2011,literature,1,,,1,1/1,"""because through his condensed translucent images he gives us fresh access to reality""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2011/Transtromer,https://www.nobelprize.org/images/transtromer-13775-portrait-mini-2x.jpg
869,Ellen,Johnson Sirleaf,29/10/1938,1938,Oct,29,0000-00-00,,,,,81,>80,73,71-80,Liberia,LR,Liberia,Other (<20 Laureates),Monrovia,,,,female,2011,peace,1,,,3,1/3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2011/johnson_sirleaf/facts/,https://www.nobelprize.org/images/transtromer-13775-portrait-mini-2x.jpg
870,Leymah,Gbowee,1/2/1972,1972,Feb,1,0000-00-00,,,,,47,41-50,39,<=40,Liberia,LR,Liberia,Other (<20 Laureates),Monrovia,,,,female,2011,peace,1,,,3,1/3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2011/Gbowee,https://www.nobelprize.org/images/gbowee-15168-portrait-mini-2x.jpg
871,Tawakkol,Karman,7/2/1979,1979,Feb,7,0000-00-00,,,,,40,31-40,32,<=40,Yemen,YE,Yemen,Other (<20 Laureates),Ta'izz,,,,female,2011,peace,1,,,3,1/3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2011/Karman,https://www.nobelprize.org/images/karman-15166-portrait-mini-2x.jpg
872,Thomas J.,Sargent,19/7/1943,1943,Jul,19,0000-00-00,,,,,76,71-80,68,61-70,USA,US,USA,USA,Pasadena CA,,,,male,2011,economics,1,,,2,1/1,"""for their empirical research on cause and effect in the macroeconomy""",,Unknown,New York University,New York NY,USA,USA,https://www.nobelprize.org/prizes/economics/2011/Sargent,https://www.nobelprize.org/images/sargent-15173-portrait-mini-2x.jpg
873,Christopher A.,Sims,21/10/1942,1942,Oct,21,0000-00-00,,,,,77,71-80,69,61-70,USA,US,USA,USA,Washington DC,,,,male,2011,economics,1,,,2,1/1,"""for their empirical research on cause and effect in the macroeconomy""",,Unknown,Princeton University,Princeton NJ,USA,USA,https://www.nobelprize.org/prizes/economics/2011/Sims,https://www.nobelprize.org/images/sims-15172-portrait-mini-2x.jpg
874,Sir John B.,Gurdon,2/10/1933,1933,Oct,2,0000-00-00,,,,,86,>80,79,71-80,UK,GB,UK,UK,Dippenhall,,,,male,2012,medicine,1,,,2,1/2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",1962,>40,Gurdon Institute,Cambridge,UK,UK,https://www.nobelprize.org/prizes/medicine/2012/Gurdon,https://www.nobelprize.org/images/gurdon-15178-portrait-mini-2x.jpg
875,Shinya,Yamanaka,4/9/1962,1962,Sep,4,0000-00-00,,,,,57,51-60,50,41-50,Japan,JP,Japan,Japan,Osaka,,,,male,2012,medicine,1,,,2,1/2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",2006,<=10,Kyoto University,Kyoto,Japan,Japan,https://www.nobelprize.org/prizes/medicine/2012/Yamanaka,https://www.nobelprize.org/images/yamanaka-15177-portrait-mini-2x.jpg
876,Serge,Haroche,11/9/1944,1944,Sep,11,0000-00-00,,,,,75,71-80,68,61-70,Morocco,MA,Morocco,Other (<20 Laureates),Casablanca,,,,male,2012,physics,1,,,2,1/2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1996,11-20,Collège de France,Paris,France,France,https://www.nobelprize.org/prizes/physics/2012/Haroche,https://www.nobelprize.org/images/haroche-15176-portrait-mini-2x.jpg
877,David J.,Wineland,24/2/1944,1944,Feb,24,0000-00-00,,,,,75,71-80,68,61-70,USA,US,USA,USA,Milwaukee WI,,,,male,2012,physics,1,,,2,1/2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",1995,11-20,National Institute of Standards and Technology,Boulder CO,USA,USA,https://www.nobelprize.org/prizes/physics/2012/Wineland,https://www.nobelprize.org/images/wineland-15175-portrait-mini-2x.jpg
878,Robert J.,Lefkowitz,15/4/1943,1943,Apr,15,0000-00-00,,,,,76,71-80,69,61-70,USA,US,USA,USA,New York NY,,,,male,2012,chemistry,1,,,2,1/2,"""for studies of G-protein-coupled receptors""",1986,21-30,Howard Hughes Medical Institute,,,Unknown,https://www.nobelprize.org/prizes/chemistry/2012/Lefkowitz,https://www.nobelprize.org/images/lefkowitz-15182-portrait-mini-2x.jpg
879,Brian,Kobilka,30/5/1955,1955,May,30,0000-00-00,,,,,64,61-70,57,51-60,USA,US,USA,USA,Little Falls MN,,,,male,2012,chemistry,1,,,2,1/2,"""for studies of G-protein-coupled receptors""",1986,21-30,Stanford University School of Medicine,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/2012/Kobilka,https://www.nobelprize.org/images/kobilka-15183-portrait-mini-2x.jpg
880,Mo,Yan,2/2/1955,1955,Feb,2,0000-00-00,,,,,64,61-70,57,51-60,China,CN,China,Other (<20 Laureates),Gaomi,,,,male,2012,literature,1,,,1,1/1,"""who with hallucinatory realism merges folk tales history and the contemporary""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2012/Yan,https://www.nobelprize.org/images/yan-15179-portrait-mini-2x.jpg
881,European Union (EU),,1952-00-00,1952,,,0000-00-00,,,,,67,61-70,60,51-60,,,Organization,Other (<20 Laureates),,,,,org,2012,peace,1,,,1,1/1,"""for over six decades contributed to the advancement of peace and reconciliation democracy and human rights in Europe""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2012/,https://www.nobelprize.org/images/eu-13792-portrait-mini-2x.jpg
882,Alvin E.,Roth,18/12/1951,1951,Dec,18,0000-00-00,,,,,68,61-70,61,61-70,USA,US,USA,USA,New York NY,,,,male,2012,economics,1,,,2,1/2,"""for the theory of stable allocations and the practice of market design""",,Unknown,Harvard University,Cambridge MA,USA,USA,https://www.nobelprize.org/prizes/economics/2012/Roth,https://www.nobelprize.org/images/roth-15181-portrait-mini-2x.jpg
883,Lloyd S.,Shapley,2/6/1923,1923,Jun,2,12/3/2016,2016,Mar,12,93,,Deceased,89,>80,USA,US,USA,USA,Cambridge MA,USA,US,Tucson AZ,male,2012,economics,1,,,2,1/2,"""for the theory of stable allocations and the practice of market design""",,Unknown,University of California,Los Angeles CA,USA,USA,https://www.nobelprize.org/prizes/economics/2012/Shapley,https://www.nobelprize.org/images/shapley-15180-portrait-mini-2x.jpg
884,James E.,Rothman,3/11/1950,1950,Nov,3,0000-00-00,,,,,69,61-70,63,61-70,USA,US,USA,USA,Haverhill MA,,,,male,2013,medicine,1,,,3,1/3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1993,11-20,Yale University,New Haven CT,USA,USA,https://www.nobelprize.org/prizes/medicine/2013/Rothman,https://www.nobelprize.org/images/rothman-13622-portrait-mini-2x.jpg
885,Randy W.,Schekman,30/12/1948,1948,Dec,30,0000-00-00,,,,,71,71-80,65,61-70,USA,US,USA,USA,St. Paul MN,,,,male,2013,medicine,1,,,3,1/3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1979,31-40,University of California,Berkeley CA,USA,USA,https://www.nobelprize.org/prizes/medicine/2013/Schekman,https://www.nobelprize.org/images/schekman-13623-portrait-mini-2x.jpg
886,Thomas C.,Südhof,22/12/1955,1955,Dec,22,0000-00-00,,,,,64,61-70,58,51-60,Germany,DE,Germany,Germany,Göttingen,,,,male,2013,medicine,1,,,3,1/3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",1990,21-30,Stanford University,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/medicine/2013/Sudhof,https://www.nobelprize.org/images/sudhof-13624-portrait-mini-2x.jpg
887,François,Englert,6/11/1932,1932,Nov,6,0000-00-00,,,,,87,>80,81,>80,Belgium,BE,Belgium,Other (<20 Laureates),Etterbeek,,,,male,2013,physics,1,,,2,1/2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1964,>40,Université Libre de Bruxelles,Brussels,Belgium,Belgium,https://www.nobelprize.org/prizes/physics/2013/Englert,https://www.nobelprize.org/images/englert-13626-portrait-mini-2x.jpg
888,Peter,Higgs,29/5/1929,1929,May,29,0000-00-00,,,,,90,>80,84,>80,UK,GB,UK,UK,Newcastle upon Tyne,,,,male,2013,physics,1,,,2,1/2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",1964,>40,University of Edinburgh,Edinburgh,UK,UK,https://www.nobelprize.org/prizes/physics/2013/Higgs,https://www.nobelprize.org/images/higgs-15185-portrait-mini-2x.jpg
889,Martin,Karplus,15/3/1930,1930,Mar,15,0000-00-00,,,,,89,>80,83,>80,Austria,AT,Austria,Other (<20 Laureates),Vienna,,,,male,2013,chemistry,1,,,3,1/3,"""for the development of multiscale models for complex chemical systems""",1972,>40,Université de Strasbourg,Strasbourg,France,France,https://www.nobelprize.org/prizes/chemistry/2013/Karplus,https://www.nobelprize.org/images/karplus-13615-portrait-mini-2x.jpg
890,Michael,Levitt,9/5/1947,1947,May,9,0000-00-00,,,,,72,71-80,66,61-70,South Africa,ZA,South Africa,Other (<20 Laureates),Pretoria,,,,male,2013,chemistry,1,,,3,1/3,"""for the development of multiscale models for complex chemical systems""",1975,31-40,Stanford University School of Medicine,Stanford CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/2013/Levitt,https://www.nobelprize.org/images/levitt-13616-portrait-mini-2x.jpg
891,Arieh,Warshel,20/11/1940,1940,Nov,20,0000-00-00,,,,,79,71-80,73,71-80,British Mandate of Palestine (now Israel),IL,Israel,Other (<20 Laureates),Kibbutz Sde-Nahum,,,,male,2013,chemistry,1,,,3,1/3,"""for the development of multiscale models for complex chemical systems""",1972,>40,University of Southern California,Los Angeles CA,USA,USA,https://www.nobelprize.org/prizes/chemistry/2013/Warshel,https://www.nobelprize.org/images/warshel-13617-portrait-mini-2x.jpg
892,Alice,Munro,10/7/1931,1931,Jul,10,0000-00-00,,,,,88,>80,82,>80,Canada,CA,Canada,Canada,Wingham,,,,female,2013,literature,1,,,1,1/1,"""master of the contemporary short story""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/literature/2013/Munro,https://www.nobelprize.org/images/munro-15184-portrait-mini-2x.jpg
893,Organisation for the Prohibition of Chemical Weapons,,1997-00-00,1997,,,0000-00-00,,,,,22,<=30,16,<=40,,,Organization,Other (<20 Laureates),,,,,org,2013,peace,1,,,1,1/1,"""for its extensive efforts to eliminate chemical weapons""",,Unknown,Not Available,,,Unknown,https://www.nobelprize.org/prizes/peace/2013/,https://www.nobelprize.org/images/opcw-13805-portrait-mini-2x.jpg
894,Eugene F.,Fama,14/2/1939,1939,Feb,14,0000-00-00,,,,,80,71-80,74,71-80,USA,US,USA,USA,Boston MA,,,,male,2013,economics,1,,,3,1/3,"""for their empirical analysis of asset prices""",,Unknown,University of Chicago,Chicago IL,USA,USA,https://www.nobelprize.org/prizes/economics/2013/Fama,https://www.nobelprize.org/images/fama-13618-portrait-mini-2x.jpg
895,Lars Peter,Hansen,26/10/1952,1952,Oct,26,0000-00-00,,,,,67,61-70,61,61-70,USA,US,USA,USA,Urbana IL,,,,male,2013,economics,1,,,3,1/3,"""for their empirical analysis of asset prices""",,Unknown,University of Chicago,Chicago IL,USA,USA,https://www.nobelprize.org/prizes/economics/2013/Hansen,https://www.nobelprize.org/images/hansen-13619-portrait-mini-2x.jpg
896,Robert J.,Shiller,29/3/1946,1946,Mar,29,0000-00-00,,,,,73,71-80,67,61-70,USA,US,USA,USA,Detroit MI,,,,male,2013,economics,1,,,3,1/3,"""for their empirical analysis of asset prices""",,Unknown,Yale University,New Haven CT,USA,USA,https://www.nobelprize.org/prizes/economics/2013/Shiller,https://www.nobelprize.org/images/shiller-13620-portrait-mini-2x.jpg
